n	ChainAxis	ChainDia	CellAxis	DiaP	CellDiaM	GFPfluor	GFPMean	GFPMax	GFPMid	allSepta	manSepta	manTrace	Thr	startX	startY	barX	barY	barW	barH	SeptaPos	ParentID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Frame
244			1.0440	0.809600	0.2748											810	0	21	33		5	3.1806	3.0844	2.9901	2.8918	2.8041	3.5662	3.6502	3.7443	3.8387	3.9349	3.1806	40.5639	40.3173	40.0753	39.8233	39.5783	39.3053	39.5397	39.7812	40.0232	40.2698	40.5639	1
245			1.2439	0.507300	0.6244											861	0	25	33		6	91.0452	91.0377	91.0304	91.0230	91.0157	91.5229	91.5301	91.5376	91.5449	91.5524	91.0452	37.7798	37.4652	37.1556	36.8410	36.5363	36.5243	36.8290	37.1436	37.4532	37.7678	37.7798	1
246			2.9965	0.507300	0.4496											886	0	60	33		6	91.0314	91.0529	91.0447	91.0169	91.0453	91.5522	91.5245	91.5519	91.5603	91.5385	91.0314	40.7616	40.0128	39.2719	38.5173	37.7643	37.7834	38.5175	39.2598	40.0172	40.7762	40.7616	1
247			3.1415	0.507300	0.6744											946	0	63	33		6	91.2081	91.1731	91.1134	91.0752	91.0317	91.5382	91.5818	91.6198	91.6796	91.7149	91.2081	43.9165	43.1320	42.3505	41.5596	40.7831	40.7547	41.5332	42.3190	43.1014	43.8939	43.9165	1
248			3.1919	0.605600	1.3488											30	50	64	33		7	93.9712	93.9575	93.9358	93.9053	93.8514	94.4557	94.5102	94.5411	94.5630	94.5768	93.9712	39.7910	38.9934	38.1976	37.4053	36.6174	36.5761	37.3730	38.1777	38.9799	39.7806	39.7910	1
249			2.1480	0.605600	1.1989											94	50	43	33		7	93.9823	93.9832	93.9851	93.9804	93.9712	94.5768	94.5860	94.5908	94.5888	94.5880	93.9823	41.9332	41.3934	40.8555	40.3192	39.7910	39.7805	40.3112	40.8539	41.3950	41.9341	41.9332	1
250			1.7483	0.605600	1.1989											137	50	35	33		7	93.9810	93.9856	93.9878	93.9840	93.9823	94.5880	94.5896	94.5934	94.5913	94.5866	93.9810	43.6788	43.2401	42.8034	42.3652	41.9348	41.9325	42.3614	42.8023	43.2448	43.6851	43.6788	1
251			2.0780	0.605600	0.9824											172	50	42	33		7	93.8065	93.8447	93.8945	93.9414	93.9820	94.5857	94.5449	94.4975	94.4483	94.4105	93.8065	45.7305	45.2040	44.6841	44.1692	43.6580	43.7059	44.2206	44.7404	45.2548	45.7745	45.7305	1
252			0.9940	0.609800	0.1499											244	50	20	33		8	94.9005	94.8831	94.8630	94.8427	94.8228	95.4307	95.4505	95.4708	95.4912	95.5088	94.9005	38.0720	37.8247	37.5774	37.3285	37.0845	37.0350	37.2790	37.5279	37.7786	38.0294	38.0720	1
253			1.1988	0.609800	0.9491											264	50	24	33		8	94.9330	94.9178	94.9064	94.9030	94.8997	95.5095	95.5128	95.5161	95.5271	95.5421	94.9330	39.2640	38.9578	38.6525	38.3488	38.0541	38.0473	38.3420	38.6377	38.9314	39.2339	39.2640	1
254			2.2478	0.609800	1.1489											288	50	45	33		8	94.9530	94.9436	94.9443	94.9443	94.9327	95.5424	95.5541	95.5541	95.5534	95.5628	94.9530	41.5016	40.9344	40.3674	39.8064	39.2554	39.2425	39.7999	40.3678	40.9298	41.4914	41.5016	1
255			1.7130	0.609800	0.9991											333	50	35	33		8	94.8709	94.8929	94.9171	94.9453	94.9530	95.5628	95.5548	95.5259	95.5019	95.4800	94.8709	43.1917	42.7619	42.3306	41.9077	41.4908	41.5021	41.9336	42.3680	42.7946	43.2229	43.1917	1
256			2.4426	0.863200	0.4829											398	50	49	33		9	16.8939	16.7555	16.6274	16.5118	16.4380	17.2950	17.3655	17.4741	17.5985	17.7352	16.8939	50.5960	49.9936	49.3885	48.7655	48.1517	48.0486	48.6351	49.2203	49.8075	50.4028	50.5960	1
257			3.1617	0.863200	0.3330											447	50	64	33		9	17.7538	17.5255	17.3156	17.0971	16.8970	17.7320	17.9297	18.1468	18.3553	18.5810	17.7538	53.6669	52.9015	52.1380	51.3717	50.6088	50.3899	51.1438	51.9052	52.6637	53.4203	53.6669	1
258			0.5945	0.863200												541	50	12	33		10	46.7245	46.6888	46.6532	46.6176	46.5832	47.4217	47.4561	47.4917	47.5273	47.5629	46.7245	53.2800	53.1344	52.9888	52.8433	52.7025	52.4974	52.6381	52.7837	52.9292	53.0748	53.2800	1
259			2.7973	0.863200	0.1998											553	50	56	33		10	47.4830	47.2582	47.0820	46.8948	46.7250	47.5624	47.7296	47.9161	48.0872	48.3030	47.4830	56.0062	55.3235	54.6361	53.9610	53.2821	53.0726	53.7409	54.4136	55.0810	55.7363	56.0062	1
260			3.4306	0.863200	0.6327											609	50	69	33		10	48.8258	48.4091	48.0311	47.7289	47.4796	48.3063	48.5489	48.8297	49.1799	49.5842	48.8258	59.2354	58.4692	57.6622	56.8247	55.9955	55.7470	56.5538	57.3319	58.0796	58.8230	59.2354	1
261			3.8407	0.611500	1.0490											708	50	77	33		11	82.3030	81.7495	81.2370	80.7388	80.2936	80.8357	81.2731	81.7594	82.2606	82.8055	82.3030	75.3482	74.5498	73.7265	72.8881	72.0348	71.7520	72.5903	73.4087	74.2138	74.9999	75.3482	1
262			3.5112	0.611500												785	50	71	33		11	84.3472	83.8501	83.3364	82.8029	82.3026	82.8059	83.2984	83.8271	84.3489	84.8505	84.3472	78.2014	77.4811	76.7764	76.0727	75.3477	75.0004	75.7142	76.4115	77.1272	77.8541	78.2014	1
263			0.8441	1.528000	0.9491											886	50	17	33		12	27.2038	27.1207	27.0340	26.9397	26.8497	28.2224	28.3124	28.4067	28.5042	28.5973	27.2038	77.7930	77.6084	77.4309	77.2380	77.0540	76.3829	76.5669	76.7599	76.9594	77.1664	77.7930	1
264			3.3402	1.528000	0.3247											903	50	67	33		12	27.6963	27.5930	27.4876	27.4027	27.1736	28.6275	28.9042	29.0050	29.1092	29.2126	27.6963	80.8561	80.0239	79.1865	78.4238	77.7146	77.2448	78.1011	79.0066	79.8344	80.6679	80.8561	1
265			1.4669	1.528000	0.6161											970	50	30	33		12	27.4215	27.5846	27.6576	27.6938	27.6905	29.2184	29.2231	29.1383	28.9448	28.6909	27.4215	81.7098	81.4663	81.2823	81.0645	80.7704	80.7536	81.1820	81.6936	82.1813	82.5603	81.7098	1
266			3.8912	0.819200	0.7160											30	100	78	33		13	34.7951	34.5877	34.4024	34.2762	34.1767	34.9916	35.0900	35.2117	35.3905	35.5957	34.7951	81.1002	80.1432	79.1690	78.1855	77.2163	77.1327	78.0915	79.0402	79.9798	80.9267	81.1002	1
267			1.1988	0.819200	0.3247											108	100	24	33		13	35.0071	34.9623	34.9101	34.8583	34.7957	35.5951	35.6614	35.7162	35.7705	35.8171	35.0071	82.2535	81.9581	81.6689	81.3823	81.1030	80.9239	81.2198	81.5232	81.8238	82.1307	82.2535	1
268			1.6984	0.819200	0.7993											132	100	34	33		13	35.2092	35.1558	35.1078	35.0581	35.0057	35.8185	35.8712	35.9215	35.9692	36.0221	35.2092	83.9290	83.5004	83.0773	82.6582	82.2434	82.1408	82.5587	82.9829	83.4036	83.8276	83.9290	1
269			3.1619	0.819200	0.8492											166	100	64	33		13	35.7227	35.5830	35.4422	35.3132	35.2096	36.0217	36.1237	36.2496	36.3893	36.5291	35.7227	87.0702	86.2887	85.5088	84.7155	83.9320	83.8246	84.5961	85.3703	86.1439	86.9261	87.0702	1
270			1.2437	0.608000	1.2489											260	100	25	33		14	84.8989	84.5948	84.2992	83.9918	83.6890	83.7570	84.0598	84.3778	84.6946	85.0094	84.8989	79.1461	79.0899	79.0462	79.0115	78.9775	78.3733	78.4074	78.4432	78.4901	78.5483	79.1461	1
271			2.2977	0.608000	0.6328											285	100	46	33		14	87.1855	86.6137	86.0377	85.4613	84.8990	85.0093	85.5671	86.1231	86.6885	87.2655	87.1855	79.4896	79.4137	79.3473	79.2500	79.1462	78.5483	78.6512	78.7451	78.8103	78.8869	79.4896	1
272			3.3869	0.608000	0.9325											331	100	68	33		14	90.5509	89.7073	88.8625	88.0176	87.1848	87.2662	88.0968	88.9367	89.7785	90.6218	90.5509	79.9088	79.8097	79.7099	79.6019	79.4895	78.8870	78.9991	79.1065	79.2059	79.3050	79.9088	1
273			2.5682	1.981700	0.8992											429	100	52	33		15	8.6305	8.5524	8.4763	8.3708	8.0719	9.5087	10.0974	10.4103	10.5170	10.5974	8.6305	85.7764	85.1412	84.6061	84.3090	83.9943	82.6295	83.2493	84.1302	84.8808	85.5346	85.7764	1
274			2.3129	1.981700	0.6994											481	100	47	33		15	8.8797	8.8172	8.7547	8.6939	8.6294	10.5985	10.6638	10.7252	10.7874	10.8498	8.8797	88.0616	87.4854	86.9081	86.3345	85.7675	85.5436	86.1181	86.6970	87.2719	87.8479	88.0616	1
275			2.4426	0.851600	0.4662											558	100	49	33		16	57.7374	57.8076	57.8821	57.9842	58.0830	58.9231	58.8242	58.7253	58.6533	58.5834	57.7374	88.0712	87.4595	86.8440	86.2287	85.6324	85.7717	86.3680	86.9649	87.5592	88.1684	88.0712	1
276			2.9520	0.851600	0.5245											607	100	60	33		16	57.4599	57.5008	57.5607	57.6473	57.7378	58.5829	58.4927	58.4083	58.3505	58.3102	57.4599	91.0344	90.2909	89.5412	88.7977	88.0674	88.1722	88.8993	89.6244	90.3482	91.0812	91.0344	1
277			1.3437	0.779500	0.2997											697	100	27	33		17	92.6317	92.5407	92.4581	92.3752	92.2948	93.0508	93.1312	93.2141	93.2947	93.3834	92.6317	88.1739	87.8424	87.5138	87.1844	86.8646	86.6745	86.9943	87.3237	87.6442	87.9677	88.1739	1
278			2.5471	0.779500	0.5994											724	100	51	33		17	93.1820	93.0940	92.9693	92.8143	92.6345	93.3806	93.5652	93.7290	93.8624	93.9538	93.1820	90.6060	89.9854	89.3805	88.7783	88.1837	87.9580	88.5682	89.2045	89.8519	90.4966	90.6060	1
279			3.6448	0.779500												775	100	73	33		17	93.3410	93.2475	93.2225	93.2205	93.1786	93.9572	93.9999	94.0020	94.0260	94.1165	93.3410	94.2294	93.3057	92.3730	91.4628	90.5695	90.5331	91.4436	92.3617	93.2559	94.1510	94.2294	1
280			0.7893	0.779500	0.5495											848	100	16	33		17	93.4405	93.4155	93.3906	93.3657	93.3420	94.1154	94.1391	94.1640	94.1890	94.2139	93.4405	95.0219	94.8236	94.6254	94.4271	94.2388	94.1416	94.3299	94.5281	94.7264	94.9247	95.0219	1
281			2.0930	0.849800	0.4496											894	100	42	33		18	47.5537	47.4367	47.3248	47.2103	47.0966	47.9257	48.0394	48.1545	48.2661	48.3822	47.5537	96.6539	96.1406	95.6274	95.1168	94.6099	94.4239	94.9309	95.4439	95.9556	96.4650	96.6539	1
282			3.9460	0.849800	0.5245											936	100	79	33		18	48.7495	48.4089	48.0945	47.8151	47.5579	48.3780	48.6332	48.9062	49.2118	49.5480	48.7495	100.4679	99.5325	98.5800	97.6193	96.6706	96.4482	97.3894	98.3281	99.2539	100.1771	100.4679	1
283			0.7293	0.849800	0.8742											1015	100	15	33		18	49.0192	48.9518	48.8843	48.8169	48.7531	49.5443	49.6081	49.6756	49.7430	49.8104	49.0192	101.1565	100.9845	100.8124	100.6403	100.4775	100.1675	100.3302	100.5023	100.6744	100.8465	101.1565	1
284			1.5935	0.852900	0.3996											1060	100	32	33		19	3.8558	3.7483	3.6429	3.5407	3.4416	4.2672	4.3660	4.4670	4.5707	4.6775	3.8558	5.9342	5.5479	5.1592	4.7704	4.3876	4.1737	4.5551	4.9392	5.3220	5.7056	5.9342	5
285			1.5980	0.852900	0.6494											1092	100	32	33		19	4.4064	4.2450	4.0999	3.9683	3.8568	4.6765	4.7830	4.9043	5.0378	5.1918	4.4064	7.4912	7.1101	6.7199	6.3257	5.9377	5.7021	6.0727	6.4361	6.7950	7.1587	7.4912	5
286			1.1489	0.852900												1124	100	23	33		19	4.8631	4.7510	4.6407	4.5254	4.4106	5.1876	5.3035	5.4237	5.5375	5.6496	4.8631	8.5438	8.2767	8.0137	7.7544	7.5009	7.1491	7.4052	7.6754	7.9467	8.2139	8.5438	5
287			1.4586	0.852900	0.1998											1147	100	30	33		19	5.4554	5.3084	5.1625	5.0124	4.8663	5.6464	5.7911	5.9414	6.0897	6.2376	5.4554	9.8829	9.5449	9.2139	8.8818	8.5513	8.2065	8.5338	8.8663	9.2027	9.5426	9.8829	5
288			2.6425	0.805900	0.1998											30	150	53	33		20	66.6094	66.2640	65.9215	65.5685	65.1996	65.8618	66.2388	66.6040	66.9515	67.2976	66.6094	15.6959	15.1291	14.5713	14.0218	13.4899	13.0306	13.5742	14.1426	14.7086	15.2765	15.6959	5
289			2.3977	0.805900	0.5245											83	150	48	33		20	67.9729	67.5985	67.2580	66.9291	66.6120	67.2950	67.6088	67.9317	68.2552	68.6138	67.9729	17.7172	17.2262	16.7143	16.2065	15.7001	15.2724	15.7736	16.2720	16.7582	17.2286	17.7172	5
290			2.3930	0.805900	0.5495											131	150	48	33		20	69.9926	69.4881	68.9640	68.4473	68.0081	68.5785	68.9765	69.4157	69.9155	70.4281	69.9926	19.2268	18.9027	18.5836	18.1976	17.7575	17.1882	17.5870	17.9151	18.2194	18.5487	19.2268	5
291			2.9121	0.805900	0.4163											179	150	59	33		20	72.1297	71.6093	71.0846	70.5469	69.9733	70.4474	71.0453	71.6196	72.1640	72.6907	72.1297	21.0788	20.5741	20.0871	19.6308	19.2136	18.5619	18.9969	19.4842	19.9894	20.5002	21.0788	5
292			0.8442	0.818800	0.1998											268	150	17	33		21	1.3561	1.2542	1.1621	1.0713	0.9847	1.7266	1.8132	1.9041	1.9894	2.0841	1.3561	33.2743	33.0763	32.8789	32.6843	32.4987	32.1525	32.3381	32.5327	32.7156	32.8995	33.2743	5
293			2.6471	0.818800	0.3830											285	150	53	33		21	2.5033	2.2589	1.9708	1.6671	1.3593	2.0809	2.3912	2.7005	3.0055	3.2617	2.5033	35.6170	35.0164	34.4389	33.8548	33.2802	32.8935	33.4726	34.0674	34.6789	35.3083	35.6170	5
294			3.8761	0.818800	0.3247											338	150	78	33		21	3.9727	3.5958	3.2424	2.8855	2.5065	3.2585	3.6418	4.0040	4.3550	4.7283	3.9727	39.2073	38.3039	37.3982	36.5049	35.6245	35.3007	36.1910	37.0975	37.9974	38.8919	39.2073	5
295			1.2438	0.891600	0.6994											446	150	25	33		22	19.1404	18.9476	18.7574	18.5600	18.3673	19.0579	19.2506	19.4514	19.6473	19.8425	19.1404	34.5901	34.3439	34.1053	33.8636	33.6276	33.0636	33.2996	33.5454	33.7912	34.0405	34.5901	5
296			2.9467	0.891600	0.8492											471	150	59	33		22	20.7212	20.3548	19.9679	19.5628	19.1336	19.8492	20.2901	20.7140	21.1175	21.4925	20.7212	37.0003	36.3683	35.7567	35.1587	34.5813	34.0494	34.6424	35.2683	35.9062	36.5530	37.0003	5
297			0.8492	0.891600	0.2498											530	150	17	33		22	21.0930	20.9987	20.9068	20.8126	20.7163	21.4974	21.5987	21.7028	21.7996	21.8940	21.0930	37.7283	37.5354	37.3474	37.1665	36.9916	36.5617	36.7456	36.9457	37.1437	37.3366	37.7283	5
298			2.4225	0.891600	0.4829											547	150	49	33		22	22.0187	21.7930	21.5629	21.3290	21.0865	21.9005	22.1470	22.3856	22.6186	22.8463	22.0187	39.9312	39.3680	38.8131	38.2570	37.7144	37.3506	37.9022	38.4696	39.0314	39.5996	39.9312	5
299			1.4936	0.883700	0.1998											626	150	30	33		23	31.6113	31.4487	31.2862	31.1240	30.9639	31.7605	31.9206	32.0827	32.2450	32.4075	31.6113	38.2036	37.8659	37.5281	37.1903	36.8571	36.4744	36.8076	37.1452	37.4827	37.8201	38.2036	5
300			2.6965	0.883700	0.5994											656	150	54	33		23	32.6395	32.3653	32.1195	31.8737	31.6055	32.4133	32.6882	32.9421	33.1830	33.4500	32.6395	40.6773	40.0465	39.4114	38.7951	38.1912	37.8326	38.4519	39.0882	39.7108	40.3250	40.6773	5
301			1.5485	0.883700	0.4496											710	150	31	33		23	33.3239	33.1599	32.9935	32.8237	32.6518	33.4377	33.6129	33.7882	33.9587	34.1246	33.3239	42.0795	41.7285	41.3814	41.0376	40.7032	40.2991	40.6399	40.9947	41.3504	41.7054	42.0795	5
302			0.6594	0.883700	0.5745											741	150	14	33		23	33.5991	33.5279	33.4589	33.3899	33.3230	34.1255	34.1924	34.2615	34.3305	34.4016	33.5991	42.6762	42.5220	42.3723	42.2226	42.0774	41.7074	41.8526	42.0023	42.1520	42.3062	42.6762	5
303			0.7942	0.854000	0.5994											785	150	16	33		24	72.7799	72.7749	72.7617	72.7478	72.7343	73.5863	73.5998	73.6136	73.6281	73.6336	72.7799	62.5927	62.4022	62.2121	62.0127	61.8184	61.7591	61.9535	62.1528	62.3613	62.5702	62.5927	5
304			1.8981	0.854000	0.2997											801	150	38	33		24	72.8635	72.8302	72.8029	72.7831	72.7798	73.6338	73.6370	73.6559	73.6826	73.7155	72.8635	64.5067	64.0257	63.5459	63.0612	62.5844	62.5784	63.0408	63.5042	63.9720	64.4478	64.5067	5
305			1.3487	0.854000	0.6661											839	150	27	33		24	72.9873	72.9477	72.9172	72.8883	72.8636	73.7153	73.7397	73.7681	73.7974	73.8357	72.9873	65.8693	65.5261	65.1813	64.8399	64.5090	64.4455	64.7722	65.1077	65.4396	65.7714	65.8693	5
306			3.1070	0.854000	0.3996											866	150	63	33		24	73.3406	73.2675	73.1832	73.0822	72.9877	73.8352	73.9294	74.0312	74.1171	74.1908	73.3406	68.9470	68.1744	67.4075	66.6378	65.8727	65.7680	66.5298	67.3053	68.0875	68.8665	68.9470	5
307			1.7434	0.853200	0.6244											959	150	35	33		25	36.8159	36.6508	36.4909	36.3346	36.1841	36.9835	37.1335	37.2874	37.4439	37.6073	36.8159	66.2691	65.8593	65.4501	65.0357	64.6326	64.3342	64.7360	65.1443	65.5446	65.9502	66.2691	5
308			2.3976	0.853200	0.3996											994	150	48	33		25	37.6268	37.4373	37.2352	37.0370	36.8165	37.6068	37.8344	38.0383	38.2433	38.4362	37.6268	68.4970	67.9287	67.3689	66.8122	66.2705	65.9489	66.5082	67.0809	67.6488	68.2271	68.4970	5
309			2.3975	0.853200	0.6494											1042	150	48	33		25	38.2849	38.0957	37.9367	37.7874	37.6221	38.4409	38.6099	38.7616	38.9141	39.0967	38.2849	70.7977	70.2125	69.6215	69.0459	68.4821	68.2420	68.8187	69.4036	69.9703	70.5351	70.7977	5
310			2.5222	0.853200	0.5245											1090	150	51	33		25	39.2811	38.9971	38.7350	38.4980	38.2884	39.0933	39.2980	39.5228	39.7703	40.0466	39.2811	73.1790	72.6021	72.0102	71.4039	70.8080	70.5248	71.1069	71.6820	72.2408	72.8022	73.1790	5
311			0.6444	0.868400	0.4995											30	200	13	33		26	40.3776	40.3173	40.2587	40.1983	40.1416	40.9496	41.0063	41.0667	41.1253	41.1857	40.3776	86.1701	86.0168	85.8680	85.7146	85.5705	85.2524	85.3965	85.5499	85.6986	85.8520	86.1701	5
312			2.4971	0.868400	0.4746											43	200	50	33		26	41.4756	41.1520	40.8616	40.6090	40.3782	41.1852	41.4119	41.6501	41.9167	42.2261	41.4756	88.4816	87.9259	87.3432	86.7522	86.1714	85.8507	86.4211	86.9785	87.5133	88.0447	88.4816	5
313			2.5466	0.868400	0.4496											93	200	51	33		26	43.1160	42.6830	42.2670	41.8609	41.4945	42.2071	42.5592	42.9433	43.3414	43.7624	43.1160	90.5405	90.0579	89.5540	89.0374	88.5113	88.0150	88.5205	89.0091	89.4912	89.9606	90.5405	5
314			1.0640	0.868400	0.4829											144	200	22	33		26	43.8414	43.6585	43.4790	43.2961	43.1200	43.7584	43.9345	44.1174	44.2968	44.4797	43.8414	91.3270	91.1287	90.9341	90.7358	90.5449	89.9561	90.1471	90.3454	90.5400	90.7383	91.3270	5
315			1.9931	0.889800												196	200	40	33		27	98.9472	98.6869	98.4337	98.1739	97.9094	98.6596	98.9269	99.1946	99.4502	99.7080	98.9472	87.4694	87.0402	86.6125	86.1946	85.7798	85.3013	85.7204	86.1509	86.5829	87.0080	87.4694	5
