baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
106.964,53.686,43.359,603.476,2.397,2.300,5.644,5.417,5.531,3.949,3.849,0.138,0.130,0.273,0.261,0.642,0.615,0.444,7
113.131,55.325,835.268,605.897,2.151,1.662,5.066,3.913,4.489,1.715,2.704,0.103,0.078,0.146,0.119,0.343,0.281,0.222,7
108.176,51.884,634.235,141.699,1.781,2.435,4.195,5.735,4.965,3.002,3.789,0.118,0.167,0.205,0.261,0.483,0.615,0.391,7
108.127,54.974,643.358,159.421,1.778,2.127,4.187,5.008,4.597,2.353,3.433,0.106,0.128,0.165,0.190,0.390,0.447,0.297,7
119.163,52.725,285.464,470.744,2.225,1.799,5.238,4.237,4.738,2.544,3.477,0.141,0.111,0.215,0.181,0.505,0.426,0.330,7
109.339,54.991,252.701,475.590,1.675,2.292,3.944,5.396,4.670,1.964,3.145,0.091,0.129,0.136,0.181,0.320,0.425,0.266,7
88.898,73.190,485.679,451.143,4.049,2.796,9.534,6.585,8.060,7.728,6.771,0.287,0.125,0.554,0.349,1.304,0.822,0.771,7
110.503,105.478,570.825,537.955,4.451,1.552,10.481,3.655,7.068,3.006,4.559,0.605,0.059,0.553,0.094,1.302,0.221,0.660,7
107.879,54.606,889.628,579.058,2.542,1.620,5.987,3.815,4.901,2.851,4.146,0.188,0.114,0.274,0.185,0.644,0.435,0.389,7
106.435,56.499,52.350,581.577,2.764,2.121,6.508,4.996,5.752,3.496,3.390,0.130,0.095,0.249,0.204,0.586,0.481,0.379,7
108.906,190.813,794.697,407.238,1.513,1.538,3.563,3.622,3.592,1.436,4.791,0.038,0.039,0.044,0.045,0.103,0.106,0.074,7
111.979,51.154,763.061,464.730,2.398,1.388,5.647,3.268,4.458,1.711,3.448,0.160,0.090,0.208,0.124,0.489,0.293,0.285,7
111.425,49.587,599.848,151.553,1.718,1.778,4.045,4.186,4.116,1.819,3.444,0.118,0.122,0.162,0.166,0.381,0.391,0.273,7
113.896,48.603,679.881,191.813,1.874,1.667,4.412,3.927,4.169,1.739,3.163,0.120,0.107,0.165,0.151,0.388,0.355,0.263,7
107.529,47.960,303.810,587.468,2.771,1.477,6.524,3.477,5.001,1.940,3.291,0.189,0.094,0.266,0.140,0.627,0.329,0.354,7
107.225,124.181,339.609,149.827,1.546,1.766,3.640,4.158,3.899,1.440,4.215,0.052,0.062,0.061,0.076,0.144,0.179,0.115,7
100.756,58.695,830.965,442.828,3.540,2.650,8.336,6.239,7.287,6.669,5.942,0.186,0.137,0.454,0.378,1.069,0.890,0.696,7
102.611,52.133,250.134,481.837,2.506,2.745,5.902,6.464,6.183,4.437,4.076,0.140,0.145,0.313,0.306,0.737,0.721,0.516,7
126.047,46.763,416.498,514.759,1.460,1.862,3.438,4.384,3.911,2.161,4.968,0.154,0.197,0.199,0.246,0.469,0.579,0.373,7
110.638,51.324,346.094,112.431,2.290,1.475,5.393,3.474,4.434,1.957,3.835,0.175,0.106,0.231,0.147,0.543,0.346,0.322,7
107.131,55.929,98.807,145.914,3.062,2.202,7.211,5.185,6.198,5.178,4.657,0.212,0.121,0.419,0.287,0.986,0.675,0.598,7
108.303,46.819,938.639,147.908,3.146,2.016,7.408,4.746,6.077,5.452,6.174,0.379,0.215,0.631,0.398,1.486,0.937,0.878,7
107.779,54.438,953.581,178.683,3.208,2.618,7.554,6.165,6.859,6.158,5.297,0.209,0.128,0.481,0.350,1.133,0.824,0.700,7
115.577,156.653,389.125,394.463,1.284,1.586,3.025,3.734,3.379,1.827,6.902,0.055,0.078,0.062,0.094,0.146,0.222,0.133,7
121.727,45.996,384.081,421.732,2.081,1.327,4.901,3.124,4.012,1.805,4.307,0.194,0.122,0.237,0.158,0.559,0.371,0.335,7
104.378,45.476,815.597,442.850,2.352,1.595,5.538,3.756,4.647,1.806,2.904,0.149,0.097,0.209,0.147,0.491,0.347,0.301,7
108.889,50.701,454.467,482.948,2.932,2.249,6.903,5.296,6.100,6.114,5.340,0.201,0.140,0.457,0.371,1.076,0.874,0.693,7
98.502,57.724,340.106,128.959,2.426,3.359,5.712,7.909,6.810,3.708,3.427,0.094,0.152,0.217,0.297,0.512,0.699,0.433,7
106.554,54.754,911.300,188.598,3.518,2.153,8.283,5.069,6.676,3.477,3.240,0.196,0.084,0.348,0.194,0.819,0.457,0.469,7
113.912,112.944,95.398,475.495,1.598,1.489,3.764,3.507,3.635,1.534,4.755,0.067,0.062,0.079,0.073,0.185,0.171,0.126,7
111.353,51.050,612.766,476.730,1.410,1.246,3.319,2.934,3.127,1.470,5.442,0.150,0.133,0.170,0.151,0.400,0.355,0.267,7
83.537,65.717,313.010,560.230,3.415,4.377,8.042,10.308,9.175,15.487,14.182,0.144,0.189,0.727,0.856,1.713,2.016,1.323,7
112.521,43.360,283.709,570.312,2.466,1.729,5.808,4.073,4.940,3.078,4.090,0.221,0.149,0.335,0.252,0.790,0.594,0.494,7
97.038,55.582,831.454,596.565,2.908,2.635,6.848,6.206,6.527,4.954,4.377,0.174,0.128,0.376,0.297,0.885,0.699,0.564,7
87.561,56.362,343.358,84.656,2.979,3.410,7.016,8.031,7.523,6.610,5.781,0.146,0.152,0.421,0.418,0.991,0.984,0.698,7
105.390,51.635,668.269,184.425,2.747,2.197,6.469,5.174,5.822,3.349,3.200,0.136,0.100,0.264,0.216,0.621,0.509,0.401,7
122.182,74.390,618.842,373.603,1.745,1.645,4.110,3.875,3.992,2.351,5.915,0.137,0.130,0.169,0.160,0.399,0.378,0.275,7
100.678,46.666,807.999,478.808,3.081,2.254,7.255,5.309,6.282,4.283,3.994,0.182,0.126,0.375,0.297,0.882,0.698,0.563,7
111.078,46.980,144.616,552.527,1.601,1.531,3.770,3.604,3.687,1.275,3.314,0.113,0.108,0.138,0.132,0.325,0.312,0.225,7
115.304,45.019,54.371,615.056,1.280,1.539,3.014,3.625,3.319,1.182,3.892,0.111,0.133,0.129,0.153,0.303,0.361,0.236,7
111.723,61.718,593.218,484.161,3.275,1.797,7.712,4.232,5.972,4.061,4.763,0.434,0.126,0.548,0.219,1.290,0.516,0.695,7
108.647,187.853,442.210,502.095,1.720,1.423,4.049,3.350,3.700,1.646,5.471,0.069,0.041,0.081,0.047,0.190,0.110,0.110,7
111.429,51.787,70.383,587.288,2.109,2.848,4.966,6.706,5.836,4.948,4.899,0.156,0.258,0.315,0.457,0.742,1.077,0.654,7
105.288,43.213,386.358,387.385,2.572,2.452,6.057,5.775,5.916,3.916,3.436,0.131,0.124,0.311,0.301,0.732,0.709,0.510,7
110.429,62.241,247.462,445.437,3.541,1.521,8.338,3.583,5.960,2.891,4.538,0.562,0.108,0.601,0.158,1.415,0.373,0.732,7
106.318,43.781,905.499,498.430,2.469,2.311,5.815,5.442,5.628,3.265,3.050,0.130,0.119,0.270,0.257,0.636,0.604,0.439,7
86.691,57.242,315.521,544.855,3.328,3.902,7.836,9.188,8.512,7.906,6.998,0.155,0.175,0.499,0.526,1.175,1.238,0.853,7
97.498,40.410,159.120,661.256,1.813,1.618,4.268,3.810,4.039,1.074,2.140,0.095,0.085,0.126,0.115,0.297,0.272,0.201,7
107.089,67.657,530.467,890.718,2.978,1.231,7.014,2.899,4.956,1.713,4.063,0.347,0.075,0.365,0.093,0.859,0.219,0.443,7
104.617,42.729,553.755,48.839,2.136,2.967,5.030,6.987,6.009,3.803,3.495,0.119,0.192,0.279,0.381,0.657,0.897,0.556,7
89.666,59.241,550.078,133.277,3.063,3.829,7.212,9.018,8.115,5.346,4.739,0.151,0.151,0.372,0.376,0.876,0.884,0.622,7
106.868,61.488,615.995,186.233,2.252,2.417,5.303,5.692,5.497,2.861,3.640,0.126,0.158,0.197,0.246,0.464,0.578,0.371,7
93.501,47.118,744.042,407.454,3.375,3.214,7.948,7.569,7.759,6.652,5.775,0.199,0.212,0.522,0.553,1.228,1.302,0.895,7
114.238,77.979,755.253,450.594,2.697,1.654,6.352,3.894,5.123,1.673,3.173,0.139,0.065,0.178,0.088,0.419,0.207,0.233,7
106.429,74.241,415.537,449.848,2.702,1.838,6.362,4.329,5.345,1.875,2.647,0.164,0.064,0.206,0.095,0.486,0.224,0.267,7
103.788,45.814,773.682,470.331,2.707,2.028,6.376,4.776,5.576,2.591,3.044,0.208,0.120,0.321,0.204,0.755,0.479,0.447,7
104.981,51.697,331.919,485.961,3.450,2.709,8.123,6.380,7.252,5.131,4.501,0.134,0.103,0.366,0.317,0.861,0.746,0.569,7
116.987,151.379,292.781,508.524,1.415,1.521,3.331,3.582,3.457,1.467,5.106,0.047,0.051,0.054,0.058,0.128,0.137,0.094,7
104.056,41.354,447.575,540.571,2.689,2.390,6.333,5.629,5.981,4.043,3.986,0.250,0.182,0.457,0.348,1.076,0.820,0.677,7
108.370,41.408,105.143,587.401,3.455,1.880,8.137,4.428,6.282,3.951,4.091,0.330,0.139,0.568,0.291,1.337,0.685,0.751,7
116.907,75.696,94.033,587.966,3.220,1.425,7.582,3.356,5.469,1.809,3.541,0.396,0.067,0.368,0.090,0.866,0.211,0.446,7
104.394,118.440,30.358,591.258,1.704,1.622,4.012,3.819,3.915,1.403,4.043,0.058,0.055,0.071,0.067,0.166,0.158,0.115,7
119.775,37.423,112.990,607.184,1.351,1.455,3.182,3.426,3.304,1.922,6.297,0.227,0.245,0.265,0.284,0.624,0.669,0.457,7
109.842,40.005,94.186,623.734,1.407,2.109,3.314,4.967,4.140,1.136,2.446,0.084,0.128,0.113,0.162,0.266,0.381,0.232,7
110.572,38.327,553.944,91.922,1.471,2.118,3.463,4.987,4.225,1.318,2.609,0.098,0.143,0.136,0.185,0.320,0.435,0.270,7
107.859,41.921,144.504,152.048,3.060,2.299,7.205,5.415,6.310,4.509,4.260,0.227,0.160,0.450,0.360,1.059,0.848,0.678,7
107.547,163.845,895.984,189.419,1.893,1.763,4.457,4.152,4.305,2.660,7.387,0.093,0.092,0.115,0.114,0.271,0.269,0.191,7
102.869,43.400,340.073,430.023,1.377,1.065,3.243,2.508,2.876,0.717,3.155,0.100,0.077,0.110,0.085,0.258,0.200,0.163,7
97.091,46.922,100.838,556.393,3.064,2.947,7.215,6.939,7.077,7.415,6.384,0.173,0.154,0.538,0.498,1.267,1.173,0.863,7
123.309,38.430,391.813,575.297,1.948,2.335,4.587,5.498,5.043,2.138,2.404,0.107,0.132,0.198,0.224,0.466,0.529,0.352,7
110.365,51.402,70.490,587.148,2.186,3.291,5.147,7.750,6.448,4.123,3.882,0.121,0.295,0.257,0.472,0.604,1.112,0.633,7
108.474,41.631,384.374,598.768,2.423,2.132,5.705,5.020,5.362,3.706,4.421,0.228,0.206,0.370,0.357,0.872,0.840,0.605,7
117.326,37.012,457.858,873.643,1.803,1.600,4.247,3.768,4.007,1.662,3.410,0.165,0.146,0.216,0.196,0.509,0.462,0.344,7
116.030,40.794,521.813,893.656,1.182,1.547,2.783,3.642,3.212,1.506,5.410,0.157,0.205,0.179,0.232,0.421,0.545,0.345,7
117.696,36.866,619.165,77.075,1.478,2.256,3.481,5.313,4.397,1.720,3.218,0.125,0.194,0.178,0.256,0.419,0.603,0.367,7
106.255,103.587,815.767,273.637,2.325,2.039,5.475,4.801,5.138,2.064,3.444,0.136,0.067,0.164,0.090,0.387,0.212,0.221,7
106.702,60.017,857.702,278.074,1.708,3.674,4.022,8.653,6.337,2.256,3.325,0.088,0.372,0.131,0.439,0.308,1.035,0.540,7
105.655,98.817,790.981,451.473,1.992,1.792,4.691,4.219,4.455,1.496,3.471,0.078,0.063,0.101,0.079,0.238,0.187,0.151,7
113.061,38.683,455.288,457.757,2.825,1.541,6.652,3.628,5.140,1.888,2.883,0.209,0.105,0.304,0.166,0.715,0.391,0.407,7
94.759,41.747,758.969,460.494,2.816,3.048,6.631,7.178,6.904,4.066,3.726,0.229,0.188,0.453,0.380,1.067,0.895,0.696,7
92.828,43.226,833.823,465.992,3.939,3.165,9.276,7.454,8.365,8.078,7.160,0.295,0.310,0.773,0.781,1.821,1.838,1.294,7
104.834,42.232,304.638,480.968,2.898,2.051,6.825,4.829,5.827,3.623,3.971,0.241,0.157,0.408,0.297,0.961,0.699,0.594,7
101.526,41.626,258.468,498.728,1.283,1.266,3.021,2.982,3.001,0.796,3.183,0.098,0.097,0.109,0.108,0.257,0.254,0.181,7
120.846,38.489,621.911,556.245,1.902,2.032,4.478,4.785,4.632,1.790,2.685,0.128,0.135,0.193,0.199,0.455,0.469,0.327,7
99.629,93.187,824.061,573.656,3.199,2.296,7.534,5.408,6.471,2.523,2.726,0.206,0.056,0.238,0.098,0.562,0.231,0.304,7
110.630,35.477,162.344,583.009,2.227,1.707,5.245,4.019,4.632,2.281,3.323,0.202,0.152,0.296,0.241,0.697,0.568,0.450,7
100.438,39.973,193.026,890.268,1.384,1.231,3.259,2.899,3.079,0.889,3.390,0.117,0.104,0.132,0.118,0.311,0.277,0.208,7
99.723,36.110,790.714,115.270,1.600,1.376,3.767,3.240,3.504,1.031,2.995,0.133,0.114,0.157,0.137,0.371,0.323,0.246,7
118.852,101.190,933.049,188.447,1.361,1.820,3.204,4.286,3.745,1.242,3.960,0.052,0.087,0.060,0.106,0.142,0.250,0.144,7
96.501,34.613,766.448,288.227,1.846,1.843,4.347,4.339,4.343,1.370,2.237,0.117,0.116,0.169,0.168,0.398,0.397,0.281,7
117.115,84.210,603.674,324.241,1.674,1.829,3.943,4.308,4.125,1.558,4.125,0.082,0.092,0.100,0.115,0.237,0.272,0.180,7
114.581,132.508,12.503,403.130,1.613,1.482,3.797,3.490,3.644,1.687,5.631,0.068,0.064,0.078,0.076,0.185,0.179,0.129,7
103.715,37.723,610.548,426.892,2.244,2.111,5.285,4.971,5.128,2.530,3.002,0.161,0.153,0.267,0.262,0.629,0.617,0.441,7
114.769,35.729,447.971,453.343,2.587,1.373,6.092,3.233,4.663,1.706,3.370,0.243,0.123,0.322,0.171,0.759,0.403,0.430,7
107.154,61.876,574.092,537.915,3.915,1.922,9.219,4.526,6.872,2.604,4.116,0.768,0.087,0.634,0.151,1.494,0.355,0.768,7
101.128,54.251,439.733,556.876,3.634,3.202,8.558,7.539,8.049,7.688,6.718,0.215,0.124,0.597,0.437,1.406,1.028,0.871,7
114.147,38.091,402.773,562.838,1.273,1.635,2.997,3.849,3.423,0.938,2.928,0.098,0.126,0.116,0.146,0.272,0.344,0.219,7
102.681,41.883,253.978,693.221,1.159,1.140,2.730,2.685,2.708,0.812,3.896,0.108,0.106,0.117,0.115,0.275,0.270,0.193,7
102.514,47.161,344.683,112.057,4.017,1.939,9.459,4.566,7.012,2.916,2.912,0.532,0.094,0.609,0.193,1.434,0.453,0.752,7
111.032,109.347,338.107,164.311,1.604,1.634,3.778,3.847,3.812,1.410,4.448,0.067,0.066,0.082,0.078,0.193,0.184,0.133,7
101.811,35.284,713.227,377.303,1.007,1.853,2.371,4.364,3.367,1.285,4.726,0.134,0.248,0.152,0.277,0.358,0.652,0.372,7
103.356,33.759,796.843,395.384,2.268,2.269,5.340,5.343,5.341,2.687,2.848,0.166,0.162,0.306,0.295,0.721,0.696,0.501,7
102.427,38.573,517.270,439.422,1.228,1.175,2.892,2.766,2.829,0.832,3.709,0.118,0.113,0.129,0.124,0.304,0.291,0.211,7
94.422,40.359,260.723,439.698,2.904,3.596,6.839,8.467,7.653,6.453,5.629,0.213,0.313,0.565,0.695,1.331,1.636,1.055,7
107.005,97.233,791.571,451.425,2.848,1.635,6.705,3.850,5.278,1.583,3.430,0.300,0.054,0.255,0.070,0.601,0.165,0.312,7
99.049,45.706,334.390,462.655,3.316,2.486,7.808,5.855,6.832,4.035,3.541,0.197,0.110,0.403,0.279,0.950,0.656,0.577,7
100.547,37.060,370.921,461.930,1.742,1.081,4.102,2.546,3.324,0.785,2.795,0.131,0.081,0.147,0.093,0.347,0.219,0.205,7
103.962,75.654,622.787,467.945,1.645,2.000,3.875,4.709,4.292,1.936,4.988,0.108,0.145,0.134,0.184,0.316,0.433,0.268,7
108.367,40.071,773.552,470.459,3.342,1.714,7.869,4.036,5.953,2.598,3.221,0.344,0.120,0.492,0.209,1.159,0.491,0.630,7
104.056,101.279,503.247,486.422,3.440,1.756,8.100,4.135,6.117,2.661,5.073,0.525,0.071,0.427,0.103,1.005,0.242,0.517,7
100.569,33.304,636.020,498.966,1.486,1.247,3.499,2.937,3.218,1.145,4.013,0.179,0.150,0.204,0.173,0.481,0.406,0.315,7
114.815,41.995,571.525,518.140,2.762,1.398,6.503,3.293,4.898,1.544,2.988,0.240,0.095,0.311,0.132,0.733,0.310,0.398,7
97.764,40.693,892.239,526.729,3.096,2.902,7.290,6.834,7.062,5.287,4.558,0.154,0.139,0.448,0.423,1.054,0.997,0.726,7
99.707,39.711,605.193,552.628,3.908,2.354,9.202,5.544,7.373,3.666,3.737,0.337,0.171,0.607,0.343,1.430,0.808,0.822,7
112.551,47.213,831.017,596.667,2.666,1.445,6.278,3.402,4.840,1.763,3.536,0.281,0.106,0.346,0.140,0.814,0.331,0.439,7
99.962,35.246,583.351,622.585,1.390,2.024,3.272,4.766,4.019,1.150,2.676,0.104,0.153,0.134,0.189,0.316,0.446,0.273,7
103.154,35.122,63.175,638.239,2.239,1.077,5.273,2.535,3.904,1.203,3.777,0.253,0.113,0.305,0.133,0.718,0.313,0.391,7
104.307,34.817,85.210,915.507,1.409,1.219,3.317,2.871,3.094,0.870,3.299,0.133,0.115,0.150,0.130,0.353,0.307,0.234,7
107.106,272.513,14.266,405.956,1.405,1.445,3.308,3.404,3.356,1.835,5.799,0.030,0.031,0.035,0.036,0.083,0.085,0.059,11
104.194,220.987,243.643,449.264,1.454,1.426,3.423,3.357,3.390,1.661,5.145,0.034,0.033,0.040,0.039,0.094,0.092,0.066,11
104.075,203.896,552.145,50.090,1.369,1.517,3.224,3.572,3.398,1.193,3.676,0.025,0.027,0.029,0.032,0.069,0.076,0.051,11
105.611,197.575,903.232,502.722,1.648,1.509,3.882,3.554,3.718,2.212,5.496,0.046,0.042,0.057,0.053,0.134,0.124,0.091,11
108.362,187.678,365.328,381.368,1.632,1.344,3.844,3.166,3.505,2.369,6.956,0.060,0.050,0.071,0.060,0.168,0.141,0.110,11
105.027,183.999,829.644,470.149,1.651,1.447,3.888,3.408,3.648,2.005,5.272,0.047,0.041,0.058,0.051,0.135,0.121,0.091,11
107.221,182.775,957.690,184.515,1.367,1.769,3.220,4.166,3.693,3.781,7.277,0.059,0.068,0.081,0.090,0.191,0.213,0.143,11
104.247,184.384,888.634,581.111,1.786,1.525,4.205,3.592,3.899,1.867,4.246,0.041,0.035,0.052,0.045,0.122,0.106,0.081,11
97.695,181.896,846.917,630.802,1.565,1.398,3.686,3.291,3.489,1.270,3.689,0.032,0.028,0.038,0.034,0.089,0.080,0.060,11
98.070,184.018,870.832,187.779,1.954,2.038,4.601,4.799,4.700,4.575,6.459,0.066,0.068,0.102,0.103,0.240,0.243,0.171,11
109.805,166.857,175.954,176.150,1.847,2.023,4.350,4.764,4.557,5.950,8.321,0.088,0.097,0.140,0.149,0.329,0.350,0.240,11
108.186,149.954,873.136,280.979,1.875,1.447,4.414,3.408,3.911,1.777,4.045,0.050,0.039,0.063,0.051,0.148,0.119,0.095,11
99.841,145.328,434.782,453.335,2.189,1.633,5.155,3.845,4.500,3.771,6.372,0.096,0.069,0.133,0.101,0.313,0.238,0.196,11
103.531,150.540,625.676,205.521,1.586,1.534,3.735,3.612,3.674,1.441,3.719,0.039,0.038,0.048,0.047,0.113,0.110,0.079,11
109.214,140.974,939.942,142.164,1.429,1.685,3.366,3.968,3.667,2.366,6.144,0.062,0.073,0.077,0.089,0.182,0.211,0.139,11
102.487,141.400,606.131,176.540,1.681,1.439,3.958,3.389,3.673,2.641,6.870,0.081,0.070,0.099,0.086,0.234,0.204,0.155,11
107.163,139.788,306.712,485.776,1.575,1.621,3.709,3.816,3.763,1.209,2.897,0.033,0.033,0.041,0.042,0.097,0.099,0.069,11
102.495,130.313,343.122,622.168,2.007,1.681,4.725,3.958,4.342,2.333,3.862,0.058,0.049,0.082,0.072,0.193,0.169,0.128,11
114.829,134.646,798.032,382.482,1.643,1.667,3.869,3.925,3.897,1.961,4.310,0.052,0.053,0.068,0.069,0.160,0.162,0.114,11
111.539,123.393,420.133,574.861,1.738,1.643,4.092,3.868,3.980,1.666,3.409,0.048,0.045,0.063,0.060,0.149,0.142,0.103,11
108.767,127.582,132.302,153.100,1.944,1.543,4.577,3.634,4.106,1.805,3.700,0.056,0.044,0.073,0.060,0.172,0.140,0.111,11
110.162,127.527,310.131,581.281,1.590,1.353,3.744,3.186,3.465,1.833,5.461,0.068,0.058,0.080,0.069,0.189,0.163,0.125,11
116.425,125.031,616.741,93.192,1.501,1.635,3.534,3.851,3.693,1.746,4.404,0.053,0.057,0.066,0.071,0.155,0.167,0.114,11
99.135,120.614,380.360,605.409,1.739,1.875,4.096,4.415,4.256,3.214,5.796,0.082,0.089,0.115,0.122,0.270,0.286,0.197,11
105.585,119.764,824.453,586.779,2.061,1.701,4.852,4.006,4.429,2.489,4.007,0.068,0.055,0.096,0.082,0.226,0.194,0.149,11
104.608,115.130,83.259,853.099,1.642,1.799,3.867,4.237,4.052,1.602,3.147,0.044,0.049,0.061,0.065,0.143,0.153,0.105,11
106.883,117.121,412.701,462.405,1.786,1.541,4.205,3.629,3.917,2.917,6.645,0.101,0.087,0.128,0.112,0.301,0.263,0.200,11
115.456,115.691,138.551,622.149,1.871,1.929,4.406,4.541,4.474,3.664,5.576,0.087,0.090,0.131,0.133,0.309,0.314,0.220,11
108.056,116.694,527.618,901.260,1.514,1.871,3.565,4.407,3.986,1.972,4.246,0.055,0.068,0.072,0.086,0.170,0.204,0.133,11
111.268,114.994,736.551,404.355,1.890,1.652,4.449,3.890,4.170,1.983,3.726,0.061,0.053,0.082,0.073,0.192,0.172,0.129,11
113.136,114.029,266.310,571.352,2.015,1.466,4.746,3.453,4.099,3.298,6.949,0.122,0.088,0.156,0.118,0.366,0.279,0.230,11
103.659,109.773,154.894,548.936,1.898,1.831,4.470,4.311,4.390,1.736,2.672,0.045,0.043,0.067,0.065,0.157,0.153,0.110,11
106.612,118.932,895.852,618.500,1.481,1.382,3.487,3.254,3.371,1.246,3.923,0.049,0.046,0.057,0.053,0.135,0.126,0.092,11
111.766,104.992,744.679,452.229,1.807,1.725,4.256,4.062,4.159,2.835,5.372,0.092,0.087,0.124,0.119,0.292,0.280,0.202,11
106.661,110.486,564.395,888.329,2.684,1.639,6.321,3.861,5.091,2.475,3.470,0.082,0.047,0.122,0.077,0.286,0.182,0.170,11
107.811,100.295,796.559,399.708,2.181,1.729,5.137,4.071,4.604,4.011,5.946,0.126,0.098,0.183,0.153,0.432,0.359,0.281,11
101.983,106.188,450.546,459.294,1.970,1.941,4.639,4.572,4.605,2.167,3.065,0.055,0.053,0.084,0.083,0.198,0.195,0.139,11
110.421,100.204,568.304,544.043,2.068,1.598,4.871,3.764,4.317,1.963,3.449,0.070,0.054,0.096,0.078,0.225,0.183,0.145,11
116.844,99.362,447.114,564.948,1.902,1.705,4.479,4.015,4.247,2.830,4.856,0.091,0.082,0.128,0.118,0.302,0.278,0.205,11
120.799,100.519,414.749,509.234,1.635,1.941,3.850,4.571,4.211,1.704,3.091,0.049,0.059,0.070,0.080,0.165,0.188,0.125,11
111.963,100.875,337.952,165.489,1.665,1.671,3.921,3.934,3.928,1.354,2.919,0.048,0.048,0.063,0.063,0.147,0.147,0.104,11
109.091,98.254,837.682,445.315,1.669,1.990,3.931,4.687,4.309,2.285,3.929,0.065,0.078,0.094,0.108,0.222,0.255,0.169,11
108.891,101.354,625.463,563.397,3.236,1.511,7.619,3.558,5.589,3.464,5.434,0.182,0.072,0.275,0.111,0.649,0.262,0.350,11
112.950,93.459,796.442,365.883,1.883,2.019,4.435,4.753,4.594,2.540,3.621,0.070,0.075,0.109,0.114,0.256,0.267,0.185,11
108.297,92.272,57.269,623.168,1.956,1.413,4.607,3.328,3.967,1.478,3.371,0.071,0.051,0.089,0.067,0.209,0.157,0.131,11
102.646,98.852,102.645,146.448,2.347,1.929,5.527,4.542,5.034,2.174,2.558,0.055,0.045,0.091,0.079,0.215,0.187,0.142,11
110.917,90.362,252.424,445.768,1.703,1.773,4.011,4.176,4.093,1.527,2.941,0.055,0.057,0.075,0.077,0.176,0.182,0.126,11
103.551,91.434,574.387,545.042,2.091,1.912,4.923,4.503,4.713,3.191,4.254,0.093,0.083,0.146,0.135,0.344,0.318,0.234,11
119.296,88.052,896.494,194.858,1.820,1.486,4.287,3.500,3.893,2.155,4.940,0.102,0.083,0.128,0.107,0.301,0.253,0.197,11
104.185,90.961,332.422,485.969,2.305,1.829,5.427,4.308,4.868,1.832,2.303,0.055,0.042,0.087,0.073,0.205,0.172,0.134,11
101.238,93.047,619.528,521.780,1.664,2.036,3.919,4.795,4.357,1.954,3.490,0.061,0.076,0.086,0.104,0.202,0.244,0.158,11
111.029,88.680,83.265,866.580,1.827,1.784,4.303,4.201,4.252,1.747,3.029,0.061,0.060,0.086,0.085,0.203,0.200,0.142,11
111.516,90.647,544.617,135.838,1.858,1.512,4.376,3.560,3.968,1.654,3.648,0.075,0.060,0.095,0.079,0.223,0.186,0.145,11
109.879,91.017,784.955,416.452,1.372,1.593,3.231,3.751,3.491,1.807,5.334,0.080,0.093,0.096,0.110,0.226,0.259,0.172,11
108.041,85.728,158.643,527.171,1.435,2.070,3.380,4.875,4.127,2.166,4.598,0.076,0.110,0.102,0.140,0.239,0.329,0.203,11
116.788,85.633,919.453,197.550,1.587,1.937,3.737,4.562,4.149,2.141,4.231,0.077,0.095,0.105,0.125,0.247,0.293,0.192,11
100.140,88.381,5.143,421.505,2.113,1.966,4.976,4.630,4.803,2.330,3.189,0.073,0.067,0.114,0.105,0.267,0.246,0.182,11
115.784,82.762,819.935,442.765,1.787,1.889,4.209,4.449,4.329,2.725,4.667,0.098,0.105,0.140,0.148,0.330,0.348,0.240,11
109.695,81.537,151.260,562.991,1.661,1.390,3.912,3.272,3.592,1.093,3.003,0.061,0.051,0.073,0.063,0.173,0.147,0.114,11
110.554,87.345,442.435,878.523,1.444,1.527,3.399,3.596,3.498,1.570,4.570,0.075,0.080,0.090,0.095,0.213,0.224,0.154,11
117.242,87.988,101.414,512.187,1.287,1.332,3.030,3.136,3.083,1.094,4.146,0.061,0.063,0.068,0.071,0.161,0.166,0.116,11
102.746,82.783,567.386,530.607,2.217,2.040,5.220,4.803,5.012,2.924,3.422,0.084,0.076,0.142,0.132,0.334,0.310,0.228,11
103.296,74.863,452.320,876.133,1.939,1.922,4.565,4.525,4.545,3.683,5.208,0.129,0.128,0.200,0.199,0.472,0.468,0.332,11
118.201,81.136,340.980,137.230,1.480,1.186,3.485,2.792,3.139,2.041,7.585,0.138,0.111,0.156,0.126,0.367,0.296,0.236,11
112.224,86.702,454.607,551.611,1.412,1.352,3.324,3.184,3.254,1.315,4.472,0.073,0.070,0.084,0.080,0.197,0.189,0.137,11
100.169,79.527,672.772,194.519,2.260,2.108,5.322,4.963,5.142,2.948,3.188,0.079,0.073,0.141,0.136,0.332,0.320,0.230,11
82.939,99.920,615.404,347.247,2.847,3.355,6.705,7.901,7.303,10.616,9.188,0.087,0.116,0.318,0.374,0.748,0.880,0.578,11
101.036,76.676,148.417,161.276,2.448,2.024,5.765,4.767,5.266,3.607,4.119,0.118,0.095,0.198,0.170,0.467,0.401,0.308,11
108.356,78.666,657.338,182.882,1.605,1.485,3.779,3.497,3.638,1.130,2.962,0.060,0.056,0.074,0.069,0.174,0.163,0.119,11
